time, windspeed, humidity, temperature, pressure, rain, snow, clouds, status 
00:10,2.68,94,14.24,1005,1.02,0,100,rain
00:46,3.13,94,14.26,1005,1.26,0,100,rain
01:26,3.13,94,14.28,1005,1.02,0,100,rain
01:48,3.58,94,14.27,1004,0.42,0,100,rain
02:10,3.13,94,14.22,1004,0.49,0,100,rain
02:32,3.58,94,14.11,1004,2.03,0,100,rain
03:03,3.13,94,13.89,1004,0.24,0,100,rain
03:32,3.13,94,14.11,1004,1.52,0,100,rain
04:02,2.24,94,14.11,1003,1.52,0,100,rain
04:32,2.24,94,13.9,1003,0.95,0,100,rain
05:03,2.68,94,13.9,1003,1.68,0,100,rain
05:32,3.13,94,13.92,1003,1.52,0,100,rain
06:03,1.34,98,14.13,1003,1.52,0,100,rain
06:32,1.34,98,14.34,1003,0,0,100,clouds
07:02,3.13,91,14.86,1003,0.6,0,100,rain
07:32,3.13,91,14.96,1003,0.34,0,100,rain
08:03,3.58,90,14.97,1003,0.34,0,100,rain
08:32,2.68,89,15.18,1003,0,0,100,clouds
09:02,4.02,82,15.92,1003,0.13,0,100,rain
09:32,4.92,81,16.17,1003,0,0,100,clouds
