time, windspeed, humidity, temperature, pressure, rain, snow, clouds, status 
00:12,1.34,94,7.35,1019,0.49,0,100,rain
00:47,1.54,94,7.44,1019,0.26,0,100,rain
01:32,1.54,94,7.24,1019,1.06,0,100,rain
02:42,0.51,99,7.44,1020,0.98,0,100,rain
03:30,1.03,99,7.45,1020,0.15,0,100,rain
03:53,1.03,99,7.45,1020,0.28,0,100,mist
04:14,1.03,96,7.74,1020,0.18,0,100,rain
04:44,0,94,8.06,1020,0.27,0,100,rain
05:10,0.89,94,7.85,1020,0.19,0,100,rain
05:37,1.03,94,8.06,1021,0,0,100,mist
06:03,1.03,96,8.06,1022,0,0,100,mist
06:38,1.03,99,8.05,1022,0,0,100,mist
07:02,0.89,99,8.09,1023,0,0,100,mist
07:33,1.03,99,8.1,1023,0,0,100,mist
08:04,0.89,96,8.62,1024,0,0,100,mist
08:41,2.06,96,9.08,1024,0,0,100,clouds
09:04,2.24,99,9.07,1025,0,0,100,clouds
09:35,2.24,96,9.54,1025,0,0,100,mist
10:03,3.13,94,10.1,1026,0,0,100,mist
10:37,3.6,90,10.66,1026,0,0,75,clouds
11:03,4.12,88,11.13,1026,0,0,75,clouds
11:33,3.6,85,11.49,1026,0,0,75,clouds
12:04,4.02,81,12.01,1026,0,0,40,clouds
12:45,3.6,78,12.07,1026,0,0,40,clouds
13:17,4.47,76,12.07,1026,0,0,40,clouds
13:46,3.13,78,11.88,1027,0,0,75,clouds
14:11,3.13,78,12.05,1027,0,0,75,clouds
14:41,3.13,76,11.89,1027,0,0,75,clouds
15:03,3.13,71,12.02,1027,0,0,75,clouds
15:36,2.06,84,9.88,1028,0,0,40,clouds
16:03,1.03,90,9.31,1028,0,0,40,clouds
16:41,1.03,96,8.14,1029,0,0,40,clouds
