time, windspeed, humidity, temperature, pressure, rain, snow, clouds, status 
00:46,0.63,99,0.07,1006,0,0.25,100,snow
01:41,0.31,99,0.03,1005,0,0.18,100,snow
02:15,0.31,99,0.06,1005,0,0.63,100,snow
02:33,1.41,97,0.06,1004,0,0.28,100,snow
03:11,1.41,97,0.09,1004,0,0.26,100,snow
03:35,2.44,98,0.13,1004,0,1,100,snow
04:12,2.44,98,0.14,1004,0,0.15,100,snow
04:33,4.56,96,0.15,1003,0,0.15,100,snow
05:11,4.56,96,-0.24,1003,0,1,100,snow
06:13,7.14,95,0.62,1003,0,0.62,100,snow
06:34,7.16,93,4.05,1003,0,0,100,clouds
07:10,7.16,93,4.38,1003,0,0,100,clouds
07:33,7.06,93,4.66,1003,0,0,100,clouds
