time, windspeed, humidity, temperature, pressure, rain, snow, clouds, status 
00:15,1.54,86,14.53,1024,0,0,0,clear
00:47,0.51,85,13.84,1024,0,0,0,clear
01:31,1.03,85,13.59,1024,0,0,0,clear
02:33,2.24,87,13.31,1023,0,0,0,clear
03:24,0.89,87,13.27,1023,0,0,0,clear
03:45,1.54,87,13.45,1023,0,0,0,clear
04:08,0.51,85,13.95,1023,0,0,0,clear
04:40,1.34,82,14.9,1023,0,0,0,clear
05:04,0.51,81,15.42,1023,0,0,0,clear
05:36,0.89,75,17.05,1023,0,0,0,clear
06:05,0.89,74,18.78,1023,0,0,0,clear
06:41,0.45,66,20.61,1023,0.25,0,8,rain
07:04,0.89,66,22.19,1023,0,0,15,clouds
07:35,1.03,65,22.59,1023,0,0,0,clear
08:04,3.13,62,23.83,1023,0,0,50,clouds
08:39,2.68,60,24.32,1022,0,0,41,clouds
09:04,2.68,57,24.35,1022,0,0,20,clouds
09:36,1.54,51,25.32,1022,0,0,20,clouds
