time, windspeed, humidity, temperature, status 
07:33,5.7,81,11.35,rain
08:05,5.1,81,12.74,rain
08:32,6.2,76,13.0,clouds
09:05,6.7,71,13.83,clouds
09:32,6.7,62,13.06,thunderstorm
10:05,5.1,76,13.21,rain
10:32,8.2,71,12.16,rain
11:05,6.7,76,12.06,rain
11:32,4.1,81,12.73,rain
12:06,4.6,76,14.5,clouds
12:32,5.1,71,15.14,rain
13:05,4.86,99,15.41,rain
13:32,4.81,99,16.06,rain
14:05,4.81,99,16.66,rain
14:32,4.68,99,16.77,rain
15:05,4.68,99,16.46,rain
15:32,2.1,55,16.23,thunderstorm
16:05,7.2,62,15.5,thunderstorm
16:32,6.7,71,15.07,clouds
17:05,5.1,76,14.83,clear
17:32,3.1,58,14.77,clear
18:05,3.6,58,14.03,clear
18:32,3.1,62,13.7,clouds
19:05,2.6,62,13.0,clouds
19:32,3.6,58,12.62,clear
20:06,1.5,66,11.47,clear
20:32,1,76,10.71,clear
21:05,1.5,66,10.24,clear
