time, windspeed, humidity, temperature, pressure, rain, snow, clouds, status 
00:12,0.72,90,10.52,1020,0,0,53,clouds
00:47,1.54,96,7.67,1019,0,0,100,fog
01:32,1.03,92,7.63,1019,0,0,100,fog
02:48,2.06,96,7.72,1019,0,0,100,fog
03:36,1.03,92,7.66,1019,0,0,100,fog
04:24,1.03,92,7.75,1019,0,0,100,fog
04:46,1.03,92,7.37,1019,0,0,100,fog
05:13,1.34,92,8.38,1019,0.1,0,100,clouds
05:40,1.54,92,7.7,1019,0,0,100,fog
06:03,1.34,96,8.9,1019,0.2,0,100,rain
06:41,1.54,95,8.85,1019,0,0,20,clouds
07:04,1.34,92,9.42,1019,0,0,75,clouds
07:36,2.24,92,10.01,1019,0.14,0,75,rain
08:03,2.06,95,10.56,1020,0.47,0,40,rain
08:39,2.68,95,11.0,1020,0.26,0,20,rain
09:03,2.68,95,11.42,1020,0,0,20,clouds
09:36,2.57,93,11.83,1020,0.12,0,20,rain
10:03,1.03,90,12.21,1020,0.18,0,20,rain
10:37,1.03,90,13.1,1020,0,0,20,clouds
11:03,1.03,85,13.96,1021,0,0,20,clouds
11:33,1.03,82,14.47,1020,0.42,0,0,rain
12:04,0.51,79,14.88,1020,0,0,20,clouds
12:45,0.51,77,15.45,1021,0,0,20,clouds
13:19,1.03,77,15.39,1021,0,0,20,clouds
13:46,1.54,77,15.39,1021,0,0,20,clouds
14:10,1.54,79,14.91,1021,0,0,20,clouds
14:38,1.54,79,14.95,1021,0,0,40,clouds
15:03,1.03,77,15.39,1021,0,0,20,clouds
15:37,0.45,82,14.92,1021,0,0,20,clouds
16:03,0.51,90,14.17,1021,0,0,20,clouds
16:42,0,94,13.24,1021,0,0,20,clouds
17:07,0,92,12.24,1022,0,0,20,clouds
17:37,0.45,93,12.75,1022,0,0,40,clouds
18:03,0.89,95,11.8,1022,0,0,40,clouds
18:39,1.34,97,11.03,1023,0,0,20,clouds
19:03,1.54,97,10.69,1023,0,0,20,fog
19:32,0.51,97,10.67,1023,0,0,20,fog
20:03,3.13,96,11.39,1024,0,0,29,clouds
20:36,3.09,97,11.46,1024,0,0,40,mist
21:03,2.24,96,11.54,1025,0,0,25,clouds
21:35,2.24,97,11.53,1025,0,0,100,fog
22:03,2.24,96,12.14,1025,0,0,24,clouds
22:37,2.24,97,12.21,1025,0,0,100,fog
23:03,0.45,92,12.09,1025,0,0,24,clouds
