time, windspeed, humidity, temperature, status 
07:33,3.13,81,10.0,clouds
08:05,3.1,81,10.1,clouds
08:32,3.1,81,10.21,rain
09:05,3.6,87,10.16,drizzle
09:32,2.6,81,10.78,clouds
10:05,2.6,81,11.95,clouds
10:32,3.1,66,12.27,clouds
11:05,3.1,62,12.92,clouds
11:32,3.1,62,14.01,clouds
12:06,2.6,58,13.33,clouds
12:32,4.6,58,13.49,clouds
13:05,4.1,58,14.29,clouds
13:32,4.1,51,14.94,rain
14:05,2.6,54,14.8,clouds
14:32,3.6,54,14.95,clouds
15:05,3.1,54,14.17,clouds
15:32,3.6,54,14.29,clouds
16:05,5.1,62,14.18,clouds
16:32,4.1,58,14.04,clear
17:05,3.6,58,13.68,clouds
17:32,4.6,58,13.13,clear
18:05,2.6,58,12.25,clear
18:32,2.6,58,11.67,clear
19:05,1.5,62,10.91,clear
19:32,1.5,71,9.65,clouds
20:06,1.5,71,8.88,clouds
20:32,1.34,81,7.76,clouds
21:05,1.34,81,7.34,clouds
