time, windspeed, humidity, temperature, status 
07:33,3.47,77,10.15,clouds
08:05,3.33,72,10.52,clouds
08:32,3.27,68,11.48,clouds
09:05,3.27,65,11.91,clouds
09:32,3.27,70,11.45,clouds
10:05,3.72,67,12.06,rain
10:32,0.89,73,13.45,rain
11:05,2.24,65,14.43,rain
11:32,5.12,52,14.29,clouds
12:06,1.79,67,14.42,clouds
12:32,1.79,64,15.0,clear
13:05,2.24,68,15.27,clear
13:32,5.11,46,14.84,clear
14:05,1.79,60,15.67,clear
14:32,4.64,38,15.45,clear
15:05,1.34,60,14.96,clear
15:32,4.5,41,15.18,clear
16:05,4.5,42,14.81,clear
16:32,3.81,44,14.8,clear
17:05,3.81,47,14.51,clear
17:32,2.83,48,13.96,clear
18:05,2.83,53,12.96,clear
18:32,0.45,71,13.09,clear
19:05,2.4,74,11.82,clear
19:32,2.15,82,10.13,clear
20:06,2.15,86,9.41,clear
20:32,1.68,82,8.45,clear
21:05,1.49,84,7.73,clear
21:32,1.23,83,7.3,clear
22:05,1.23,84,7.04,clear
