time, windspeed, humidity, temperature, status 
07:33,3.6,76,11.94,clouds
08:05,4.1,71,12.46,clouds
08:32,5.1,71,12.72,clouds
09:05,4.6,71,13.25,clouds
09:32,3.1,66,13.73,clouds
10:05,4.1,62,13.62,clouds
10:32,4.1,62,14.11,clouds
11:05,3.6,58,15.0,clouds
11:32,3.1,58,15.6,clouds
12:06,3.6,54,15.83,clouds
12:32,3.6,51,16.03,clouds
13:05,4.1,44,16.61,clouds
13:32,4.6,44,17.0,clouds
14:05,4.1,48,16.85,clouds
14:32,3.6,48,17.11,clouds
15:05,3.6,42,17.47,clouds
15:32,3.6,45,17.34,clouds
16:05,4.6,42,17.45,clear
16:32,3.6,39,17.22,clear
17:05,4.1,39,17.08,clear
17:32,3.6,42,17.11,clear
18:05,3.1,41,16.2,clear
18:32,2.6,48,15.43,clear
19:05,3.6,54,14.44,clear
19:32,2.6,54,13.88,clear
20:06,1.5,62,12.95,clear
20:32,1.5,58,12.15,clear
21:05,1.82,71,11.43,clear
21:32,1,76,10.61,clear
22:05,1,76,9.83,clear
22:32,1,76,9.36,clear
23:05,1.5,76,9.08,clear
23:32,1.5,81,8.55,clear
