time, windspeed, humidity, temperature, pressure, rain, snow, clouds, status 
00:26,3.1,88,16.98,999,1.64,0,69,rain
01:12,2.1,77,17.46,998,0.82,0,100,rain
01:42,2.1,82,17.7,998,0.65,0,100,rain
02:10,4.6,68,18.37,998,0.92,0,100,rain
02:32,5.1,64,18.88,998,0.82,0,100,rain
03:09,4.6,68,17.99,998,3.65,0,100,rain
03:33,4.6,77,17.64,998,1.58,0,20,rain
04:10,4.1,82,17.26,998,1.33,0,20,rain
04:37,3.6,88,16.77,998,3.79,0,20,rain
05:08,4.1,82,16.38,998,7.09,0,40,rain
05:33,2.1,93,16.08,998,5.05,0,40,rain
