time, windspeed, humidity, temperature, status 
07:33,4.1,87,11.44,rain
08:05,4.6,87,12.19,rain
08:32,5.1,81,12.7,clouds
09:05,6.2,82,12.85,clouds
09:32,5.7,76,13.59,clouds
10:05,5.7,76,13.71,clouds
10:32,6.7,81,14.37,rain
11:05,4.6,87,12.88,thunderstorm
11:32,4.6,76,14.83,rain
12:06,6.2,82,14.15,rain
12:32,6.2,71,15.11,clouds
13:05,5.7,72,14.55,clouds
13:32,6.2,67,16.07,squall
14:05,2.6,87,13.52,clouds
14:32,6.2,82,13.47,rain
15:05,6.2,76,13.11,thunderstorm
15:32,4.6,81,13.33,clouds
16:05,2.1,81,13.52,clouds
16:32,4.1,71,14.9,clouds
17:05,6.2,76,13.58,clouds
17:32,5.1,76,13.78,clouds
18:05,5.7,71,13.22,clouds
18:32,4.6,71,12.83,clouds
